Localisation;Service;Fréquence Min (MHz);Fréquence Max (MHz);Preset
PS2 - PARIS SUD 2;Private_Mobile_Radio;172.18125;172.25625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;172.29375;172.32125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;172.35625;172.44375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;172.45625;172.46875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;172.48125;172.56875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;172.58125;172.73125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;172.74375;172.99375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;173.00625;173.24375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;173.25625;173.26875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;173.28125;173.34375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;173.35625;173.46875;Oui
PS2 - PARIS SUD 2;Wireless_Microphones_and_In_Ear_Monitor;179.25;181;Non
PS2 - PARIS SUD 2;Wireless_Microphones_and_In_Ear_Monitor;188;189.75;Non
PS2 - PARIS SUD 2;Wireless_Microphones_and_In_Ear_Monitor;195;198.5;Non
PS2 - PARIS SUD 2;Wireless_Microphones_and_In_Ear_Monitor;200.25;202;Non
PS2 - PARIS SUD 2;Wireless_Microphones_and_In_Ear_Monitor;210.75;212.5;Non
PS2 - PARIS SUD 2;Wireless_Microphones_and_In_Ear_Monitor;221.25;223;Non
PS2 - PARIS SUD 2;Private_Mobile_Radio;403.5;405.5;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;403.5;405.5;Oui
PS2 - PARIS SUD 2;Talkback_System;403.5;405.5;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;406.1;406.10625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;406.1;406.10625;Oui
PS2 - PARIS SUD 2;Talkback_System;406.1;406.10625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;406.13125;406.14375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;406.13125;406.14375;Oui
PS2 - PARIS SUD 2;Talkback_System;406.13125;406.14375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;406.28125;406.29375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;406.28125;406.29375;Oui
PS2 - PARIS SUD 2;Talkback_System;406.28125;406.29375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;406.51875;406.53125;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;406.51875;406.53125;Oui
PS2 - PARIS SUD 2;Talkback_System;406.51875;406.53125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;406.56875;406.58125;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;406.56875;406.58125;Oui
PS2 - PARIS SUD 2;Talkback_System;406.56875;406.58125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;406.63125;406.64375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;406.63125;406.64375;Oui
PS2 - PARIS SUD 2;Talkback_System;406.63125;406.64375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;406.78125;406.79375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;406.78125;406.79375;Oui
PS2 - PARIS SUD 2;Talkback_System;406.78125;406.79375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;406.81875;406.84375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;406.81875;406.84375;Oui
PS2 - PARIS SUD 2;Talkback_System;406.81875;406.84375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;406.85625;406.86875;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;406.85625;406.86875;Oui
PS2 - PARIS SUD 2;Talkback_System;406.85625;406.86875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;406.88125;406.90625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;406.88125;406.90625;Oui
PS2 - PARIS SUD 2;Talkback_System;406.88125;406.90625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;406.93125;406.96875;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;406.93125;406.96875;Oui
PS2 - PARIS SUD 2;Talkback_System;406.93125;406.96875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.03125;407.04375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.03125;407.04375;Oui
PS2 - PARIS SUD 2;Talkback_System;407.03125;407.04375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.06875;407.09375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.06875;407.09375;Oui
PS2 - PARIS SUD 2;Talkback_System;407.06875;407.09375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.13125;407.14375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.13125;407.14375;Oui
PS2 - PARIS SUD 2;Talkback_System;407.13125;407.14375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.20625;407.21875;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.20625;407.21875;Oui
PS2 - PARIS SUD 2;Talkback_System;407.20625;407.21875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.31875;407.35625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.31875;407.35625;Oui
PS2 - PARIS SUD 2;Talkback_System;407.31875;407.35625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.44375;407.45625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.44375;407.45625;Oui
PS2 - PARIS SUD 2;Talkback_System;407.44375;407.45625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.46875;407.49375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.46875;407.49375;Oui
PS2 - PARIS SUD 2;Talkback_System;407.46875;407.49375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.53125;407.56875;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.53125;407.56875;Oui
PS2 - PARIS SUD 2;Talkback_System;407.53125;407.56875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.59375;407.63125;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.59375;407.63125;Oui
PS2 - PARIS SUD 2;Talkback_System;407.59375;407.63125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.64375;407.65625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.64375;407.65625;Oui
PS2 - PARIS SUD 2;Talkback_System;407.64375;407.65625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.68125;407.69375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.68125;407.69375;Oui
PS2 - PARIS SUD 2;Talkback_System;407.68125;407.69375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.73125;407.74375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.73125;407.74375;Oui
PS2 - PARIS SUD 2;Talkback_System;407.73125;407.74375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.75625;407.79375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.75625;407.79375;Oui
PS2 - PARIS SUD 2;Talkback_System;407.75625;407.79375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.80625;407.84375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.80625;407.84375;Oui
PS2 - PARIS SUD 2;Talkback_System;407.80625;407.84375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.86875;407.89375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.86875;407.89375;Oui
PS2 - PARIS SUD 2;Talkback_System;407.86875;407.89375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.90625;407.93125;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.90625;407.93125;Oui
PS2 - PARIS SUD 2;Talkback_System;407.90625;407.93125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;407.95625;407.99375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;407.95625;407.99375;Oui
PS2 - PARIS SUD 2;Talkback_System;407.95625;407.99375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;409.00625;409.58125;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;409.00625;409.58125;Oui
PS2 - PARIS SUD 2;Talkback_System;409.00625;409.58125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;412.53125;412.59375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;412.60625;413.44375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;413.96875;414.23125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;414.58125;414.60625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;414.68125;414.69375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;414.71875;414.75625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;414.76875;414.78125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;414.8;414.825;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;414.85;414.875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;414.9;414.95;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;417.20625;417.21875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;417.35;417.375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;417.7;417.725;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;417.75;417.775;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;418.1;418.125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;418.175;418.225;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;418.25;418.275;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;418.325;418.35;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;418.4;418.425;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;418.475;418.5;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;418.575;418.6;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;418.725;418.75;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;419.2;419.225;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;419.45;419.475;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;419.575;419.6;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;419.925;419.95;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;419.975;420;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;422.53125;422.59375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;422.60625;423.44375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;423.96875;424.23125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;424.68125;424.69375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;424.71875;424.75625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;424.76875;424.78125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;424.8;424.825;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;424.85;424.875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;424.9;424.95;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;426.575;427.21875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;427.35;427.375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;427.7;427.725;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;427.75;427.775;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;428.1;428.125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;428.175;428.225;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;428.25;428.275;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;428.325;428.35;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;428.4;428.425;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;428.475;428.5;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;428.575;428.6;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;428.725;428.75;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;429.2;429.225;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;429.45;429.475;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;429.925;429.95;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;429.975;430;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;430;431.36875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;431.375;431.45625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;431.49375;432.45625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;432.56875;433.86875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;433.875;434.41875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;434.48125;434.99375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;435;435.18125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;435.21875;435.50625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;435.55625;436.36875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;436.375;437.00625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;437.05625;437.38125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;437.44375;437.49375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;437.5;438.86875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;438.875;439.69375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;439.70625;439.99375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;441.80625;441.89375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;441.80625;441.89375;Oui
PS2 - PARIS SUD 2;Talkback_System;441.80625;441.89375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;442.00625;442.14375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;442.00625;442.14375;Oui
PS2 - PARIS SUD 2;Talkback_System;442.00625;442.14375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;442.23125;442.39375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;442.23125;442.39375;Oui
PS2 - PARIS SUD 2;Talkback_System;442.23125;442.39375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;442.41875;442.46875;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;442.41875;442.46875;Oui
PS2 - PARIS SUD 2;Talkback_System;442.41875;442.46875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;442.48125;442.66875;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;442.48125;442.66875;Oui
PS2 - PARIS SUD 2;Talkback_System;442.48125;442.66875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;442.68125;442.89375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;442.68125;442.89375;Oui
PS2 - PARIS SUD 2;Talkback_System;442.68125;442.89375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;442.99375;443.25625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;442.99375;443.25625;Oui
PS2 - PARIS SUD 2;Talkback_System;442.99375;443.25625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;443.93125;444.49375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;443.93125;444.49375;Oui
PS2 - PARIS SUD 2;Talkback_System;443.93125;444.49375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;444.51875;444.53125;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;444.51875;444.53125;Oui
PS2 - PARIS SUD 2;Talkback_System;444.51875;444.53125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;444.66875;444.68125;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;444.66875;444.68125;Oui
PS2 - PARIS SUD 2;Talkback_System;444.66875;444.68125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;445.80625;445.81875;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;445.80625;445.81875;Oui
PS2 - PARIS SUD 2;Talkback_System;445.80625;445.81875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;445.86875;445.88125;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;445.86875;445.88125;Oui
PS2 - PARIS SUD 2;Talkback_System;445.86875;445.88125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;446.93125;446.94375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;446.93125;446.94375;Oui
PS2 - PARIS SUD 2;Talkback_System;446.93125;446.94375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;446.96875;446.99375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;446.96875;446.99375;Oui
PS2 - PARIS SUD 2;Talkback_System;446.96875;446.99375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;447.76875;447.81875;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;447.76875;447.81875;Oui
PS2 - PARIS SUD 2;Talkback_System;447.76875;447.81875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;447.83125;447.99375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;447.83125;447.99375;Oui
PS2 - PARIS SUD 2;Talkback_System;447.83125;447.99375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;448.00625;448.04375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;448.00625;448.04375;Oui
PS2 - PARIS SUD 2;Talkback_System;448.00625;448.04375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;448.05625;448.11875;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;448.05625;448.11875;Oui
PS2 - PARIS SUD 2;Talkback_System;448.05625;448.11875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;448.19625;448.29375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;448.19625;448.29375;Oui
PS2 - PARIS SUD 2;Talkback_System;448.19625;448.29375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;448.30625;448.36875;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;448.30625;448.36875;Oui
PS2 - PARIS SUD 2;Talkback_System;448.30625;448.36875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;448.40625;448.49375;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;448.40625;448.49375;Oui
PS2 - PARIS SUD 2;Talkback_System;448.40625;448.49375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;448.55625;448.66875;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;448.55625;448.66875;Oui
PS2 - PARIS SUD 2;Talkback_System;448.55625;448.66875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;448.68125;448.70625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;448.68125;448.70625;Oui
PS2 - PARIS SUD 2;Talkback_System;448.68125;448.70625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;450.93125;451.03125;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;450.93125;451.03125;Oui
PS2 - PARIS SUD 2;Talkback_System;450.93125;451.03125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;451.4;451.50625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;451.4;451.50625;Oui
PS2 - PARIS SUD 2;Talkback_System;451.4;451.50625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;451.54375;451.75625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;451.54375;451.75625;Oui
PS2 - PARIS SUD 2;Talkback_System;451.54375;451.75625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;451.84375;451.95625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;451.84375;451.95625;Oui
PS2 - PARIS SUD 2;Talkback_System;451.84375;451.95625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;452.23125;452.40625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;452.23125;452.40625;Oui
PS2 - PARIS SUD 2;Talkback_System;452.23125;452.40625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;453.03125;453.05625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;453.23125;453.24375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;453.25625;453.26875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;453.31875;453.33125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;453.34375;453.35625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;453.40625;453.41875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;453.51875;453.53125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;453.65625;453.66875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;453.70625;453.71875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;453.79375;453.80625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;453.86875;453.88125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;453.89375;453.90625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;454.43125;454.44375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;454.49375;454.54375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;454.58125;454.66875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;454.70625;454.86875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;454.90625;454.99375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;455.03125;455.14375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;455.18125;455.36875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;455.40625;455.49375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;455.53125;455.76875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;455.80625;455.85625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;455.88125;456.00625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;456.03125;456.04375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;456.08125;456.09375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;456.16875;456.18125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;456.19375;456.21875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;456.48125;456.49375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;456.89375;456.90625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;457.08125;457.09375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;457.33125;457.34375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;457.35625;457.36875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;457.43125;457.45625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;457.51875;457.54375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;457.55625;457.56875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;457.58125;457.59375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;458.21875;458.34375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;458.36875;458.38125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;458.39375;458.40625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;458.41875;458.43125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;458.50625;458.59375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;458.61875;458.63125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;458.64375;458.65625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;458.66875;458.68125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;458.78125;458.79375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;458.90625;458.91875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;458.94375;458.95625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;459.00625;459.03125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;459.09375;459.10625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;459.49375;459.58125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;459.6;459.675;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;459.69375;459.75625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;459.76875;459.85625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;459.86875;459.90625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;459.93125;459.95625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;459.96875;460;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;460.93125;461.03125;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;460.93125;461.03125;Oui
PS2 - PARIS SUD 2;Talkback_System;460.93125;461.03125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;461.45625;461.50625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;461.45625;461.50625;Oui
PS2 - PARIS SUD 2;Talkback_System;461.45625;461.50625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;461.54375;461.75625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;461.54375;461.75625;Oui
PS2 - PARIS SUD 2;Talkback_System;461.54375;461.75625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;461.84375;461.95625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;461.84375;461.95625;Oui
PS2 - PARIS SUD 2;Talkback_System;461.84375;461.95625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;462.23125;462.40625;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;462.23125;462.40625;Oui
PS2 - PARIS SUD 2;Talkback_System;462.23125;462.40625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;462.54375;462.96875;Oui
PS2 - PARIS SUD 2;Telemetry_Telecommand;462.54375;462.96875;Oui
PS2 - PARIS SUD 2;Talkback_System;462.54375;462.96875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;463.03125;463.05625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;463.23125;463.24375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;463.25625;463.26875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;463.31875;463.33125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;463.34375;463.35625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;463.40625;463.41875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;463.51875;463.53125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;463.65625;463.66875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;463.70625;463.71875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;463.79375;463.80625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;463.86875;463.88125;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;463.89375;463.90625;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;464.43125;464.44375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;464.49375;464.54375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;464.58125;464.66875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;464.70625;464.86875;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;464.90625;464.99375;Oui
PS2 - PARIS SUD 2;Private_Mobile_Radio;465.03125;465.14375;Oui
